Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
425.742,250.484,0.766084,407.754,385.805,0.293812,269.832,384.531,0.247867,0.0,0.0,0.0,0.0,0.0,0.0,557.195,385.791,0.424749,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.397,218.29,0.844124,454.122,215.693,0.802063,351.003,223.447,0.67151,488.855,219.567,0.631936
425.77,250.51,0.773249,406.435,383.24,0.339725,272.425,385.797,0.327824,0.0,0.0,0.0,0.0,0.0,0.0,557.196,384.51,0.433208,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.422,218.282,0.83196,455.396,214.437,0.815034,352.284,227.3,0.685813,487.636,220.905,0.640774
426.998,250.488,0.770282,406.453,381.952,0.358287,272.417,385.796,0.322666,0.0,0.0,0.0,0.0,0.0,0.0,557.224,384.501,0.438198,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.685,218.297,0.824324,454.139,214.413,0.807654,352.317,226.007,0.67918,487.64,222.134,0.649939
427.043,250.492,0.786612,406.425,379.364,0.367841,273.715,384.525,0.353896,0.0,0.0,0.0,0.0,0.0,0.0,557.204,383.229,0.391281,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.961,218.308,0.821852,455.413,214.416,0.818289,353.56,224.733,0.719912,487.645,222.148,0.676159
427.021,250.488,0.782749,406.432,378.108,0.372485,274.991,384.529,0.344866,0.0,0.0,0.0,0.0,0.0,0.0,555.941,381.962,0.407212,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.987,218.294,0.820363,456.653,214.407,0.816001,353.558,226.005,0.711234,487.649,220.897,0.667079
427.03,250.497,0.784535,407.701,380.66,0.369261,273.729,384.524,0.334157,0.0,0.0,0.0,0.0,0.0,0.0,555.941,381.948,0.418948,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.975,218.284,0.822965,456.668,214.417,0.820969,353.591,224.735,0.711553,488.852,222.133,0.634506
425.762,250.466,0.749157,407.751,383.224,0.368832,273.731,383.249,0.333875,0.0,0.0,0.0,0.0,0.0,0.0,558.48,384.543,0.4232,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.678,218.263,0.820564,455.386,213.175,0.800472,353.55,224.714,0.703174,487.641,220.844,0.659498
425.758,250.472,0.736974,407.698,381.945,0.381249,273.702,383.227,0.36244,0.0,0.0,0.0,0.0,0.0,0.0,557.202,381.956,0.407716,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.683,218.266,0.810306,454.11,213.17,0.794746,352.32,224.72,0.682073,487.599,219.563,0.613784
425.766,250.471,0.737578,406.422,381.935,0.381946,273.731,380.678,0.385127,0.0,0.0,0.0,0.0,0.0,0.0,558.516,385.798,0.422539,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.667,218.267,0.813266,454.104,213.173,0.795263,352.318,224.757,0.660393,487.595,220.842,0.631865
425.757,250.481,0.729559,406.42,376.824,0.406063,273.71,381.951,0.37995,0.0,0.0,0.0,0.0,0.0,0.0,559.779,385.808,0.370563,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.424,218.261,0.810858,452.836,213.186,0.788954,352.311,226.03,0.692385,487.602,220.873,0.613259
