Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
317.586,299.404,0.821489,318.959,386.82,0.634141,214.521,390.737,0.491293,150.614,476.925,0.0626666,0,0,0,423.371,380.312,0.552754,488.655,476.923,0.279811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.659,279.807,0.889076,338.479,274.57,0.877397,264.107,296.752,0.763554,369.885,277.247,0.888689
316.366,299.433,0.817911,318.952,393.346,0.626372,213.225,397.264,0.484245,149.281,476.922,0.0698419,0,0,0,423.39,384.237,0.517618,491.231,476.922,0.143393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.669,281.113,0.851674,337.233,275.904,0.86963,264.113,296.79,0.788494,369.903,278.482,0.868677
316.359,299.401,0.81704,317.693,392.089,0.646435,210.619,395.969,0.467636,144.067,476.926,0.0644517,0,0,0,423.392,384.223,0.51725,487.352,476.926,0.119524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.637,279.826,0.865508,337.218,275.832,0.856327,264.133,296.743,0.785929,369.899,277.218,0.885696
316.36,298.129,0.820816,317.668,392.025,0.6637,213.243,393.372,0.489293,141.484,476.928,0.082707,0,0,0,423.361,382.935,0.538752,488.62,476.922,0.175992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.676,278.51,0.883918,337.259,274.591,0.850909,264.106,296.715,0.763028,369.875,277.261,0.858065
316.35,298.068,0.818937,317.654,392.06,0.655467,211.913,395.982,0.459912,144.069,476.925,0.0658989,0,0,0,423.357,384.218,0.511731,486.018,476.924,0.100403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.661,277.266,0.893558,338.486,274.546,0.842825,262.844,295.461,0.732335,369.865,277.231,0.873489
316.332,296.827,0.82008,316.356,392.079,0.643933,206.73,395.975,0.464484,145.377,476.925,0.0603182,0,0,0,422.046,382.915,0.531583,487.351,476.924,0.168088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.666,277.21,0.9222,337.248,273.252,0.817443,261.516,291.542,0.738887,369.868,277.213,0.888711
316.303,298.042,0.817621,316.37,392.045,0.64273,211.93,394.682,0.469488,146.667,476.925,0.0655691,0,0,0,422.063,385.521,0.50221,487.317,476.928,0.097177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.6,277.198,0.94241,337.246,273.278,0.828149,258.953,290.281,0.744472,369.826,277.225,0.871889
315.022,298.134,0.775665,316.356,392.059,0.645867,211.945,393.39,0.464405,146.687,476.925,0.0585098,0,0,0,422.041,384.21,0.511953,488.625,476.927,0.0994751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.372,277.205,0.960592,337.226,273.287,0.821161,258.934,291.564,0.755492,369.811,277.24,0.866304
316.304,298.125,0.809292,316.337,392.099,0.633276,208.032,397.268,0.44543,147.983,476.924,0.0567988,0,0,0,422.035,384.219,0.506518,492.556,476.927,0.115352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.592,277.214,0.965117,337.2,274.586,0.847045,260.241,295.48,0.755644,368.562,277.263,0.849468
316.339,299.371,0.795468,316.332,393.358,0.631223,206.736,398.572,0.446655,142.763,476.926,0.0666964,0,0,0,422.047,385.538,0.512996,491.254,476.925,0.1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.59,277.255,0.956844,337.25,274.597,0.859907,257.663,294.177,0.74893,369.805,277.252,0.850831
