Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
364.631,200.184,0.80469,371.13,303.299,0.649691,265.459,305.912,0.57153,228.928,462.515,0.46262,0.0,0.0,0.0,480.799,300.685,0.510443,535.586,442.946,0.517111,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.575,174.121,0.923813,384.253,172.741,0.949687,308.548,192.388,0.768162,420.791,183.227,0.796541
364.622,200.177,0.804915,371.139,303.29,0.65672,265.469,305.878,0.562255,226.339,462.537,0.486116,0.0,0.0,0.0,480.801,300.688,0.510899,535.621,442.957,0.529658,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.583,174.131,0.922615,384.249,172.755,0.955242,308.552,192.382,0.780381,420.788,183.23,0.794087
363.333,200.2,0.816883,369.896,302.013,0.653799,265.434,305.901,0.575419,227.607,462.527,0.466972,0.0,0.0,0.0,479.506,299.418,0.502272,535.589,442.918,0.518222,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.568,175.377,0.920196,385.51,172.776,0.944904,308.553,193.622,0.776213,420.774,183.223,0.792911
363.356,200.203,0.816858,369.898,302.012,0.656826,265.464,305.882,0.570411,228.921,461.216,0.448073,0.0,0.0,0.0,480.799,299.408,0.509259,534.327,441.662,0.516658,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.572,175.392,0.916982,384.259,172.783,0.945708,308.538,192.382,0.764035,422.021,183.19,0.802987
363.325,201.492,0.839596,369.88,303.293,0.655431,265.438,305.879,0.577868,228.901,461.224,0.47964,0.0,0.0,0.0,480.799,300.68,0.502767,534.319,441.646,0.512486,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.571,175.401,0.920335,385.51,172.783,0.941689,308.54,192.383,0.775747,422.015,183.21,0.805225
363.327,200.214,0.825266,371.153,303.289,0.658665,265.461,304.614,0.572357,228.892,462.497,0.497057,0.0,0.0,0.0,479.51,299.412,0.502876,535.599,442.917,0.517377,510.812,476.935,0.0561913,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.569,175.389,0.916328,384.256,172.775,0.943651,308.544,192.409,0.781596,422.004,183.215,0.808753
363.34,200.197,0.825702,369.904,303.281,0.663341,265.437,305.914,0.578091,230.196,463.847,0.461552,0.0,0.0,0.0,478.204,299.37,0.508382,535.612,442.971,0.533139,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.56,174.136,0.919868,384.248,172.763,0.946695,308.555,192.406,0.77648,422.023,183.193,0.813079
363.345,198.886,0.807286,371.153,303.294,0.668778,265.437,304.61,0.577404,227.63,463.815,0.497793,0.0,0.0,0.0,479.509,299.408,0.501116,534.325,442.915,0.516585,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.556,174.114,0.925523,385.516,172.749,0.943221,308.554,192.382,0.777841,420.775,183.194,0.800593
363.354,197.6,0.805514,371.159,302.015,0.662715,265.439,304.611,0.570642,226.335,463.806,0.51504,0.0,0.0,0.0,479.505,299.408,0.500038,535.611,442.917,0.521259,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.582,174.095,0.943695,385.508,172.748,0.945429,308.534,192.367,0.794122,420.777,183.196,0.799675
363.365,198.888,0.806122,369.901,302.007,0.669439,265.454,303.317,0.567578,226.309,463.784,0.508908,0.0,0.0,0.0,479.512,299.401,0.494615,534.321,441.649,0.523522,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.588,174.105,0.933935,384.246,172.767,0.943178,308.552,192.368,0.795934,422.033,183.218,0.824025
364.644,198.909,0.80704,369.879,303.303,0.675971,265.45,305.887,0.566358,228.918,463.794,0.49377,0.0,0.0,0.0,480.807,300.694,0.499028,533.029,442.978,0.508062,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.587,174.116,0.938109,385.507,172.768,0.952557,308.573,192.394,0.768174,422.036,183.219,0.835214
365.927,200.189,0.819574,371.152,303.312,0.664565,265.478,305.885,0.563934,228.912,463.795,0.499907,0.0,0.0,0.0,480.791,300.683,0.500133,535.618,442.943,0.515143,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.595,174.119,0.935418,385.555,172.772,0.949117,308.553,192.348,0.786448,422.057,183.272,0.822653
364.64,200.188,0.814671,371.141,303.312,0.666816,265.444,305.872,0.572152,227.611,461.233,0.493578,0.0,0.0,0.0,480.792,300.691,0.499698,533.009,442.948,0.51813,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,338.594,174.117,0.929778,385.516,172.764,0.951512,309.812,192.36,0.776333,422.04,183.236,0.830208
364.649,200.172,0.810239,371.171,303.311,0.662428,265.463,305.87,0.571525,227.625,463.795,0.479368,0.0,0.0,0.0,480.801,300.694,0.499469,534.323,444.233,0.518688,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,339.79,174.099,0.933004,385.543,172.754,0.943213,309.821,192.312,0.757917,422.073,183.222,0.835002
364.648,197.607,0.801271,371.181,303.301,0.662587,265.471,305.872,0.56303,227.589,462.542,0.50115,0.0,0.0,0.0,480.816,300.675,0.508615,535.618,444.23,0.532699,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,339.796,174.096,0.931307,385.549,172.74,0.941278,309.837,192.333,0.745886,422.027,183.206,0.821227
