Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
748.889,539.181,0.653562,0.0,0.0,0.0,503.996,682.257,0.222045,0,0,0,0,0,0,978.096,715.613,0.182864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.243,482.449,0.691141,821.342,484.411,0.77529,613.667,521.6,0.56478,885.971,496.164,0.784011
748.91,535.345,0.646521,0.0,0.0,0.0,496.167,682.304,0.223695,0,0,0,0,0,0,974.18,715.613,0.183521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.237,482.424,0.674921,821.37,480.477,0.831239,617.598,513.792,0.579894,885.954,494.237,0.820754
745.017,531.457,0.624391,0.0,0.0,0.0,502.045,682.252,0.228867,0,0,0,0,0,0,968.323,715.618,0.164348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.353,480.549,0.693502,819.337,480.509,0.791254,617.609,517.733,0.633568,884.039,494.16,0.828312
746.917,531.457,0.647331,0.0,0.0,0.0,505.97,682.246,0.24596,0,0,0,0,0,0,974.194,715.614,0.174676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.229,486.367,0.694113,817.42,480.515,0.769326,613.674,511.831,0.642224,882.107,496.146,0.789602
743.055,535.361,0.675937,0.0,0.0,0.0,500.08,682.289,0.24643,0,0,0,0,0,0,980.068,715.617,0.182298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.338,490.27,0.735682,813.511,484.437,0.730169,615.658,513.776,0.601862,883.977,494.23,0.794117
745.004,539.186,0.647546,0.0,0.0,0.0,502.048,682.288,0.246369,0,0,0,0,0,0,985.947,715.619,0.169618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.363,482.493,0.699374,813.548,488.287,0.735643,613.714,513.768,0.596486,884.031,496.133,0.796805
746.913,539.311,0.680443,0.0,0.0,0.0,504.012,682.255,0.269245,0,0,0,0,0,0,987.91,715.62,0.171045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.253,492.173,0.73789,811.58,492.295,0.762944,613.688,517.699,0.610478,884.135,496.175,0.806996
748.908,541.296,0.687005,0.0,0.0,0.0,494.227,684.259,0.235125,0,0,0,0,0,0,993.782,715.619,0.184144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.177,494.161,0.715929,819.342,494.285,0.811069,615.62,517.717,0.591052,886.062,496.23,0.773115
754.771,541.26,0.679481,0.0,0.0,0.0,500.069,684.238,0.226151,0,0,0,0,0,0,985.942,715.625,0.166411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.095,494.178,0.683239,821.286,492.316,0.809293,617.64,517.715,0.576845,889.958,498.114,0.72266
756.711,543.214,0.626348,0.0,0.0,0.0,494.234,684.218,0.246542,0,0,0,0,0,0,993.789,715.623,0.152795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.026,492.299,0.696306,821.325,494.255,0.775504,617.599,509.915,0.630919,889.941,500.087,0.699574
758.697,543.193,0.650916,0.0,0.0,0.0,494.208,686.185,0.22997,0,0,0,0,0,0,991.821,715.624,0.151253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.915,492.154,0.700107,821.366,494.186,0.785028,619.591,513.766,0.595354,889.929,504.01,0.691517
756.666,541.208,0.697827,0.0,0.0,0.0,498.109,686.193,0.207309,0,0,0,0,0,0,993.786,715.619,0.170978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.906,488.296,0.667545,823.346,494.153,0.784772,617.639,515.744,0.531201,891.905,503.999,0.716047
758.627,543.152,0.677646,0.0,0.0,0.0,494.229,686.176,0.223038,0,0,0,0,0,0,989.873,715.62,0.157165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693.993,488.319,0.694565,825.294,494.264,0.751972,619.538,513.804,0.630814,891.893,505.927,0.724408
758.618,543.172,0.666563,0.0,0.0,0.0,496.154,686.186,0.222953,0,0,0,0,0,0,989.871,715.621,0.15569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693.994,490.247,0.682884,823.348,494.161,0.793679,617.628,515.733,0.628774,891.879,503.958,0.711049
756.701,541.22,0.606734,0.0,0.0,0.0,496.151,684.226,0.239546,0,0,0,0,0,0,991.816,715.621,0.154909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.045,490.304,0.640807,823.37,494.161,0.766325,617.658,515.724,0.59899,888.046,504.012,0.723882
746.967,543.198,0.605249,0.0,0.0,0.0,494.197,682.295,0.257404,0,0,0,0,0,0,991.82,715.621,0.162601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.023,490.255,0.702036,827.254,492.292,0.750034,617.625,511.852,0.658233,889.916,505.894,0.710375
