Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
758.682,343.346,0.764345,729.288,556.88,0.330792,490.269,525.547,0.307386,0.0,0.0,0.0,0,0,0,952.636,556.887,0.366335,1021.2,715.639,0.0662131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703.817,286.481,0.83415,817.417,290.385,0.845741,627.404,296.32,0.661287,870.296,302.15,0.76824
758.631,341.399,0.768091,731.273,556.902,0.33192,490.265,527.494,0.294858,0.0,0.0,0.0,0,0,0,950.706,556.903,0.363073,1023.18,715.639,0.0675872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.898,284.555,0.822749,813.553,288.573,0.84542,627.434,294.366,0.659973,868.456,302.207,0.79405
758.703,339.497,0.786844,733.2,554.904,0.33086,490.289,523.607,0.310583,0.0,0.0,0.0,0,0,0,950.696,554.957,0.352436,1025.11,715.637,0.060664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.903,284.563,0.82151,813.558,288.535,0.851309,623.516,288.529,0.668754,868.418,302.236,0.816698
760.619,339.466,0.77292,731.284,556.925,0.327911,488.339,525.533,0.31458,0.0,0.0,0.0,0,0,0,950.704,558.858,0.342253,1025.1,715.639,0.0562956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.862,282.605,0.83712,813.538,288.499,0.857158,625.478,290.403,0.653016,868.368,300.276,0.802817
760.629,341.437,0.768946,731.281,556.876,0.339759,490.289,525.549,0.300149,0.0,0.0,0.0,0,0,0,954.586,558.864,0.334043,1023.16,715.634,0.0630589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703.836,282.626,0.829247,813.566,288.47,0.853476,631.261,302.219,0.673754,868.387,302.221,0.817152
760.598,339.467,0.792518,731.246,556.867,0.342492,490.266,523.605,0.314744,0.0,0.0,0.0,0,0,0,952.657,556.905,0.358236,1032.96,715.635,0.0777685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703.817,282.645,0.815909,813.557,288.459,0.85348,631.296,300.22,0.686865,868.464,304.128,0.789304
760.674,339.463,0.790558,733.199,554.958,0.342528,490.283,525.562,0.30787,0.0,0.0,0.0,0,0,0,956.535,558.862,0.346117,1030.99,715.637,0.067483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.757,282.598,0.827193,817.425,288.477,0.868618,629.336,290.516,0.694443,868.482,298.315,0.768304
760.649,339.452,0.802449,729.329,554.952,0.348603,490.271,525.569,0.300699,0.0,0.0,0.0,0,0,0,956.534,558.85,0.343768,1027.06,715.638,0.0690585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.815,278.723,0.828465,815.523,288.468,0.851585,631.298,300.219,0.687101,868.482,300.257,0.754766
760.633,339.452,0.800468,731.275,556.856,0.327648,490.277,525.551,0.320622,0.0,0.0,0.0,0,0,0,956.551,558.851,0.35429,1025.1,715.636,0.055845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.725,278.739,0.824284,817.452,288.458,0.849819,631.278,302.207,0.701938,870.285,298.312,0.764422
760.629,341.385,0.787524,731.25,554.944,0.333386,490.264,523.596,0.305201,0.0,0.0,0.0,0,0,0,958.527,556.93,0.35786,1031.02,715.636,0.0713548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.656,284.601,0.843576,815.474,288.573,0.859303,629.385,292.445,0.673977,870.3,294.366,0.776101
762.614,337.56,0.771327,729.313,556.866,0.345779,490.281,521.61,0.314775,0.0,0.0,0.0,0,0,0,952.627,556.892,0.357945,1031.02,715.639,0.0623568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.758,286.473,0.817099,817.442,290.385,0.821836,633.225,296.315,0.72563,870.442,288.505,0.77737
764.594,337.416,0.771744,729.319,552.978,0.350645,492.224,519.674,0.303201,0.0,0.0,0.0,0,0,0,952.622,556.892,0.353602,1030.98,715.642,0.0648249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.573,284.537,0.832038,817.477,288.542,0.871095,633.235,290.465,0.73308,872.291,288.435,0.784129
770.416,335.554,0.797661,733.233,551.0,0.347303,492.243,515.763,0.318285,0.0,0.0,0.0,0,0,0,950.713,556.885,0.341313,1036.87,715.635,0.0729667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.612,278.692,0.850769,819.394,288.42,0.876596,633.291,296.341,0.715084,872.363,288.545,0.67427
772.366,335.508,0.818442,733.228,552.949,0.348823,492.221,521.615,0.296887,0.0,0.0,0.0,0,0,0,952.652,556.902,0.342024,1038.85,715.637,0.0749703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.661,276.787,0.859226,821.275,286.533,0.875247,633.355,304.094,0.759946,872.337,290.409,0.669432
770.452,333.551,0.78651,731.279,549.082,0.360286,496.169,519.677,0.29659,0.0,0.0,0.0,0,0,0,952.641,556.866,0.340241,1034.94,715.636,0.0712372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.603,274.853,0.88754,819.414,282.604,0.833637,635.227,300.261,0.738498,872.338,292.398,0.647155
768.484,331.595,0.761517,739.067,552.952,0.365892,492.253,519.672,0.298512,0.0,0.0,0.0,0,0,0,952.651,554.915,0.357614,1034.9,715.635,0.0754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.568,274.806,0.899239,821.326,278.701,0.840489,635.214,302.176,0.735948,872.33,288.43,0.671567
770.424,335.418,0.781646,735.167,554.877,0.366645,496.145,523.551,0.310383,0.0,0.0,0.0,0,0,0,952.637,554.921,0.353954,1034.93,715.635,0.0762985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.695,274.871,0.877127,821.332,280.655,0.824231,635.246,304.154,0.755221,872.332,288.427,0.669782
772.401,335.462,0.805146,737.127,554.944,0.348384,498.106,523.57,0.293731,0.0,0.0,0.0,0,0,0,952.656,558.858,0.325872,1036.9,715.634,0.0683891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.618,276.714,0.866596,821.33,282.582,0.826818,635.191,300.255,0.737548,870.445,294.342,0.613148
770.403,333.481,0.765718,737.126,554.924,0.340764,496.152,517.717,0.308064,0.0,0.0,0.0,0,0,0,954.606,556.92,0.33209,1040.77,715.635,0.0708753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.578,274.826,0.88393,821.31,278.691,0.832733,633.365,294.345,0.737234,870.415,290.502,0.668658
768.492,329.62,0.768965,733.205,554.886,0.346737,500.076,519.656,0.320495,0.0,0.0,0.0,0,0,0,950.665,556.882,0.336909,1027.06,715.634,0.0654927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.591,274.849,0.881401,819.393,276.813,0.830736,633.345,290.428,0.730002,870.304,306.134,0.638945
762.602,327.695,0.78539,729.271,554.912,0.370346,500.072,517.715,0.31766,0.0,0.0,0.0,0,0,0,948.751,556.896,0.351244,1025.12,715.631,0.0563173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.678,274.834,0.881606,815.494,276.818,0.805162,635.25,292.454,0.748019,868.377,290.525,0.721475
756.691,331.553,0.779509,729.272,554.904,0.387162,494.21,529.45,0.313049,0.0,0.0,0.0,0,0,0,938.944,552.968,0.360524,1017.3,715.63,0.0724358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.759,276.722,0.829681,805.769,284.573,0.82878,633.214,302.157,0.724785,858.645,294.377,0.65489
750.832,331.608,0.779784,717.548,556.866,0.39634,492.222,537.279,0.303871,0.0,0.0,0.0,0,0,0,938.929,556.904,0.338944,1013.38,715.632,0.0599798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.906,276.8,0.835836,803.758,286.536,0.836073,631.358,306.159,0.759457,854.671,304.188,0.710732
746.959,331.589,0.795842,721.452,554.924,0.384423,490.284,535.337,0.313539,0.0,0.0,0.0,0,0,0,936.949,554.963,0.349243,1011.37,715.631,0.0622926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.986,278.685,0.842797,799.795,286.563,0.837244,627.413,302.201,0.715257,852.647,306.073,0.723355
745.004,327.704,0.788283,721.471,554.945,0.391715,486.363,535.361,0.332702,0.0,0.0,0.0,0,0,0,934.985,552.962,0.347796,1009.48,715.63,0.0753295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.057,276.727,0.868517,793.969,284.537,0.826261,623.468,302.173,0.720884,852.619,308.135,0.662631
746.904,325.749,0.795454,721.438,554.88,0.387123,486.371,535.346,0.319285,0.0,0.0,0.0,0,0,0,933.051,551.017,0.349043,1009.45,715.631,0.0686488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.012,274.868,0.882862,795.879,280.645,0.809914,621.527,302.166,0.746051,850.771,302.164,0.703533
745.002,325.699,0.818422,715.605,554.877,0.363682,480.499,537.277,0.325618,0.0,0.0,0.0,0,0,0,933.079,549.034,0.341516,1023.13,715.622,0.101861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.012,274.809,0.898208,795.944,278.729,0.806909,619.659,300.235,0.743009,852.654,296.349,0.714068
748.924,325.72,0.778138,715.596,552.997,0.393506,480.48,531.432,0.332783,0.0,0.0,0.0,0,0,0,936.971,547.122,0.327021,1019.24,715.623,0.0865936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.045,274.798,0.89712,801.776,278.673,0.813278,619.6,296.357,0.733515,852.661,300.211,0.719644
