Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
388.626,235.186,0.721169,403.066,412.244,0.262514,212.924,384.699,0.365848,131.656,467.303,0.0528926,0,0,0,577.461,383.408,0.286438,656.165,479.135,0.0819996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.983,214.281,0.758927,435.792,210.302,0.721686,304.715,244.388,0.334796,484.369,236.539,0.456506
388.626,235.186,0.721169,403.066,412.244,0.262514,212.924,384.699,0.365848,131.656,467.303,0.0528926,0,0,0,577.461,383.408,0.286438,656.165,479.135,0.0819996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.983,214.281,0.758927,435.792,210.302,0.721686,304.715,244.388,0.334796,484.369,236.539,0.456506
388.613,235.225,0.718211,401.759,413.521,0.266176,212.919,383.417,0.373987,0.0,0.0,0.0,0,0,0,574.841,383.388,0.283645,656.132,479.137,0.0771748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.952,214.282,0.757429,434.556,210.303,0.734021,303.404,244.37,0.328764,485.642,235.218,0.474321
388.611,235.225,0.71831,401.757,413.52,0.266194,212.921,383.416,0.374307,0.0,0.0,0.0,0,0,0,574.841,383.388,0.283597,656.132,479.137,0.0771565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.952,214.282,0.757699,434.556,210.303,0.733931,303.419,244.383,0.328328,485.643,235.218,0.474347
389.92,236.486,0.708252,403.057,413.527,0.263484,214.227,384.695,0.365185,131.613,467.306,0.0569584,0,0,0,576.141,383.378,0.287721,656.127,479.138,0.0746491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.69,214.267,0.754214,435.803,210.318,0.721963,304.701,244.384,0.34997,484.366,235.224,0.439865
389.919,236.486,0.708113,403.058,413.525,0.264263,214.225,384.695,0.36457,131.614,467.306,0.0565919,0,0,0,576.144,383.379,0.28828,656.126,479.138,0.0746198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.686,214.261,0.753324,435.804,210.318,0.721906,304.703,244.381,0.348378,484.366,235.221,0.439593
389.93,235.259,0.707351,403.051,412.243,0.257848,214.235,384.686,0.369963,131.611,467.301,0.0591763,0,0,0,576.142,383.391,0.283578,654.812,479.141,0.0586305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.982,214.279,0.762144,435.796,208.991,0.721267,307.314,245.682,0.328722,485.664,235.229,0.452071
389.928,235.259,0.708083,403.052,412.244,0.258347,214.235,384.685,0.36953,131.611,467.299,0.0594682,0,0,0,576.141,383.389,0.28311,654.814,479.141,0.0586748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.982,214.281,0.763072,435.795,208.994,0.721021,307.316,245.692,0.328316,485.667,235.234,0.453203
391.274,235.218,0.703193,401.755,412.25,0.258203,214.236,383.413,0.376351,130.344,467.297,0.063392,0,0,0,576.142,383.402,0.286386,654.816,479.141,0.0560151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.548,214.27,0.776439,435.872,210.29,0.720835,308.621,247.045,0.3313,484.366,235.228,0.451331
387.334,235.224,0.677061,404.354,412.242,0.252369,214.223,383.415,0.368508,130.342,467.302,0.0622718,0,0,0,577.45,384.692,0.278645,654.824,479.141,0.0545149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.354,214.258,0.737035,434.523,211.583,0.710646,300.787,247.006,0.215325,484.356,235.194,0.43732
385.991,236.5,0.678716,403.065,413.555,0.241599,212.94,383.418,0.372497,130.337,467.297,0.0620009,0,0,0,577.456,383.397,0.291474,656.16,479.139,0.0703222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.755,215.533,0.744522,433.207,211.58,0.704961,298.171,244.411,0.327001,480.436,236.516,0.451811
387.33,236.492,0.665881,403.044,413.57,0.236229,214.217,383.408,0.36734,131.595,467.303,0.0599291,0,0,0,576.158,383.413,0.283714,656.131,479.14,0.0587414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.73,215.524,0.742539,433.206,211.592,0.710052,298.163,245.735,0.297123,481.72,235.226,0.445214
387.321,236.487,0.674889,401.749,412.238,0.260827,212.925,383.418,0.368069,131.612,467.322,0.0572819,0,0,0,577.456,383.414,0.286445,656.168,479.138,0.0651088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.051,215.578,0.745063,434.47,211.614,0.709069,300.782,245.673,0.361765,481.747,235.243,0.461046
387.324,236.485,0.678553,401.755,412.236,0.261659,212.923,383.418,0.36821,131.614,467.322,0.0570383,0,0,0,577.458,383.413,0.286876,656.17,479.138,0.0668338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.051,215.581,0.746293,434.469,211.614,0.709648,300.778,245.672,0.365405,481.744,235.242,0.465368
389.933,236.576,0.626231,401.743,412.234,0.256242,210.314,384.698,0.36358,0.0,0.0,0.0,0,0,0,577.463,383.418,0.288422,656.154,479.136,0.0775654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.353,215.577,0.736655,434.48,211.626,0.738328,300.782,237.865,0.40922,480.446,236.505,0.445553
389.935,236.532,0.612693,403.055,412.247,0.24981,214.222,383.414,0.364648,131.618,467.325,0.0531126,0,0,0,577.451,384.695,0.287202,654.841,479.139,0.0636093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.346,214.283,0.741715,434.483,211.579,0.721229,299.446,237.858,0.351334,481.735,239.154,0.449873
389.937,236.53,0.614118,403.056,412.246,0.249891,214.223,383.415,0.364122,131.619,467.326,0.0525752,0,0,0,577.451,384.696,0.287175,654.841,479.139,0.0635947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.345,214.279,0.739203,434.479,210.32,0.721456,299.45,237.841,0.35006,481.732,239.144,0.451141
389.937,236.53,0.61406,403.056,412.246,0.249873,214.223,383.415,0.364123,131.619,467.326,0.052579,0,0,0,577.45,384.695,0.287341,654.841,479.139,0.0636507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.344,214.278,0.739223,434.479,210.32,0.721432,299.449,237.843,0.350401,481.732,239.144,0.451131
