Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
474.271,285.005,0.84227,433.824,384.232,0.589454,320.271,372.479,0.535917,264.156,476.919,0.0777646,0.0,0.0,0.0,556.477,394.671,0.522734,613.922,476.919,0.168998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.299,253.655,0.827281,502.985,268.094,0.838674,414.255,256.33,0.828172,516.097,287.694,0.585403
474.297,285.022,0.868213,433.791,384.25,0.585536,318.983,372.505,0.532781,261.544,476.92,0.0766812,0.0,0.0,0.0,553.902,395.976,0.50075,613.947,476.919,0.133601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.312,253.687,0.834023,502.974,268.119,0.834844,414.26,254.971,0.82541,516.096,288.948,0.598635
474.282,284.98,0.839859,433.849,385.519,0.598368,320.287,372.496,0.522832,268.053,476.924,0.0743399,0.0,0.0,0.0,553.886,394.664,0.513164,612.652,476.92,0.16494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.312,252.421,0.827792,502.96,268.094,0.838111,414.245,256.322,0.834005,517.302,287.683,0.619878
474.295,285.021,0.848889,433.841,384.224,0.613659,320.291,372.49,0.516633,265.433,476.925,0.0746062,0.0,0.0,0.0,555.178,395.968,0.497752,612.631,476.922,0.126476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.055,253.667,0.82517,502.96,268.1,0.835469,414.254,256.271,0.833688,516.1,287.651,0.582586
474.275,285.019,0.846202,433.809,384.232,0.608617,320.275,372.501,0.525428,262.84,476.925,0.077114,0.0,0.0,0.0,553.894,395.953,0.499702,613.926,476.923,0.131828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.332,254.95,0.828633,500.389,270.648,0.793331,414.264,256.291,0.833692,516.078,287.656,0.603414
474.269,285.024,0.835831,433.835,385.535,0.591157,320.256,373.802,0.505268,264.14,476.925,0.0661251,0.0,0.0,0.0,556.485,398.564,0.502704,612.638,476.925,0.0952087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.012,254.961,0.848575,501.677,269.38,0.771422,414.249,256.299,0.826067,516.08,287.633,0.517016
474.293,286.32,0.87065,433.794,385.526,0.593824,318.98,373.8,0.511831,262.829,476.925,0.0771019,0.0,0.0,0.0,556.496,399.852,0.493708,612.646,476.925,0.0879784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.313,255.008,0.84548,501.697,270.684,0.773464,414.265,255.058,0.811645,517.313,287.61,0.465517
475.556,287.589,0.859337,433.786,385.544,0.599778,318.964,375.074,0.52367,264.13,476.926,0.0789518,0.0,0.0,0.0,556.478,398.557,0.492965,612.618,476.927,0.0878585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.323,255.05,0.835262,504.252,273.263,0.783879,414.274,255.04,0.835736,517.367,286.364,0.315158
475.601,287.613,0.849725,433.817,385.524,0.586998,318.984,373.797,0.513296,257.618,476.926,0.091785,0.0,0.0,0.0,556.48,397.289,0.488379,611.344,476.924,0.0956129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.635,256.267,0.837898,504.277,274.552,0.815836,415.542,254.995,0.824208,517.369,287.679,0.248972
476.868,287.642,0.835551,433.806,384.222,0.596537,319.003,373.769,0.508833,258.919,476.927,0.0909827,0.0,0.0,0.0,553.896,394.666,0.480982,611.349,476.919,0.139209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.894,256.305,0.839383,504.32,274.601,0.839537,414.283,255.01,0.815058,517.311,287.644,0.155162
