Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
415.55,287.04,0.727146,418.112,412.962,0.353589,253.644,386.005,0.415429,0.0,0.0,0.0,0,0,0,573.579,405.279,0.365792,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.716,252.296,0.859513,447.687,251.112,0.823737,334.551,262.684,0.635395,490.105,252.391,0.588522
415.542,287.034,0.725582,418.106,412.957,0.356291,253.652,385.992,0.41527,0.0,0.0,0.0,0,0,0,573.566,405.274,0.366628,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.716,252.296,0.858683,447.687,251.108,0.82133,334.553,262.682,0.635896,490.104,252.377,0.590934
415.493,290.873,0.714419,415.546,414.253,0.339574,252.339,385.97,0.415593,0.0,0.0,0.0,0,0,0,573.582,406.518,0.360353,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.748,252.37,0.850124,448.972,253.619,0.785923,333.269,265.21,0.603116,495.174,260.046,0.558059
415.499,292.179,0.730145,412.959,415.517,0.355039,252.332,385.999,0.403975,0.0,0.0,0.0,0,0,0,573.595,406.523,0.348759,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.712,252.372,0.859339,450.228,253.679,0.743992,333.26,263.896,0.621214,495.179,261.348,0.546825
415.503,292.181,0.710481,412.976,414.25,0.369056,252.336,385.976,0.415781,0.0,0.0,0.0,0,0,0,573.575,405.273,0.350085,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.704,252.351,0.856466,451.512,253.66,0.739084,333.279,263.944,0.630724,496.449,261.319,0.528145
415.51,292.155,0.705194,412.956,415.528,0.353195,252.356,385.979,0.4113,0.0,0.0,0.0,0,0,0,576.159,405.278,0.34506,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.697,252.331,0.853418,451.498,253.623,0.746652,333.248,263.924,0.641409,495.197,261.334,0.529933
415.49,292.181,0.72429,414.224,415.559,0.348334,252.349,385.991,0.417586,0.0,0.0,0.0,0,0,0,577.448,406.542,0.362118,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.672,252.314,0.852216,448.963,252.364,0.772811,332.013,263.89,0.639466,491.366,261.315,0.454765
414.239,292.124,0.716374,414.239,416.801,0.346689,251.074,385.986,0.406433,0.0,0.0,0.0,0,0,0,577.446,406.543,0.362911,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.665,252.345,0.855971,447.71,252.365,0.788195,332.006,263.922,0.640903,490.071,260.065,0.537935
414.23,292.136,0.708077,412.977,416.813,0.345519,251.083,385.99,0.405081,0.0,0.0,0.0,0,0,0,577.425,406.547,0.352222,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.659,252.336,0.856249,448.936,252.373,0.782247,332.007,265.18,0.640812,491.336,261.313,0.515691
414.245,290.884,0.696252,414.24,415.553,0.364136,252.328,385.979,0.406369,0.0,0.0,0.0,0,0,0,574.862,406.521,0.342227,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.679,252.319,0.847942,448.95,252.379,0.770796,332.027,263.934,0.653984,492.615,260.042,0.545586
414.26,288.34,0.691522,415.521,415.521,0.358271,251.076,385.979,0.41447,0.0,0.0,0.0,0,0,0,572.316,406.52,0.350042,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.682,251.112,0.853775,448.946,252.357,0.79371,332.026,263.936,0.62618,491.336,261.35,0.568205
414.223,288.321,0.680657,415.545,415.551,0.361915,251.072,385.983,0.415806,0.0,0.0,0.0,0,0,0,574.874,406.545,0.343226,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.697,251.092,0.836193,448.948,252.352,0.777353,333.25,266.484,0.628909,490.056,260.047,0.606053
414.265,290.857,0.747883,412.973,415.523,0.346817,251.078,387.256,0.407604,0.0,0.0,0.0,0,0,0,578.698,405.229,0.38194,639.09,469.532,0.0520649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.695,251.112,0.856299,448.921,252.323,0.792623,333.247,265.197,0.675412,491.37,260.072,0.582017
414.266,287.033,0.727106,412.955,415.525,0.323349,252.322,387.263,0.431125,0.0,0.0,0.0,0,0,0,578.698,406.52,0.372546,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.686,251.025,0.847477,447.639,251.055,0.806951,333.274,263.933,0.694961,488.831,252.395,0.636331
414.241,284.507,0.737517,414.241,415.543,0.331108,252.334,387.265,0.414804,0.0,0.0,0.0,0,0,0,574.875,405.267,0.367147,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.46,251.035,0.852851,447.62,251.072,0.805584,333.266,265.178,0.660426,488.756,254.927,0.667197
414.222,285.771,0.723729,414.238,416.795,0.328784,252.328,386.004,0.437312,195.8,469.518,0.0508152,0,0,0,574.851,405.258,0.366603,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.393,251.026,0.848397,446.405,251.087,0.801613,333.264,265.192,0.667418,487.533,257.473,0.624355
411.668,284.505,0.724662,410.389,416.792,0.353044,252.348,387.249,0.431816,0.0,0.0,0.0,0,0,0,572.309,406.535,0.388194,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.379,251.091,0.881045,446.312,251.108,0.79859,332.034,263.943,0.680805,487.528,258.761,0.641325
409.129,288.338,0.714414,407.852,416.809,0.35804,253.623,387.267,0.428769,0.0,0.0,0.0,0,0,0,572.282,406.519,0.364621,633.953,469.528,0.0554302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.108,252.376,0.828841,443.818,252.308,0.786264,331.975,266.503,0.637923,487.494,260.06,0.628558
407.803,289.587,0.729872,414.223,415.509,0.351201,253.658,386.012,0.433081,191.974,469.516,0.0533353,0,0,0,569.704,406.526,0.37506,633.981,469.525,0.0640654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.856,253.648,0.810051,442.517,252.358,0.776031,331.988,270.349,0.695576,484.915,261.372,0.574417
406.549,292.229,0.779151,412.953,414.234,0.349922,254.929,387.254,0.412467,190.682,469.517,0.0579912,0,0,0,565.868,405.228,0.397907,631.421,469.523,0.0788178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.277,260.057,0.78589,439.956,257.493,0.731851,329.461,272.891,0.666822,479.804,262.615,0.589108
407.857,301.177,0.760535,414.226,410.39,0.342544,260.041,385.972,0.416267,191.972,469.512,0.0666634,0,0,0,565.857,407.813,0.391894,628.832,469.528,0.0620212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.555,269.069,0.7864,438.64,262.595,0.803403,330.743,280.603,0.649338,478.481,263.906,0.64945
409.104,302.498,0.763898,416.848,415.5,0.346645,262.638,384.703,0.414706,193.239,469.506,0.0773489,0,0,0,567.141,409.123,0.386741,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.833,270.356,0.790958,437.398,262.691,0.791092,332.023,283.173,0.701271,478.459,265.22,0.632268
407.84,303.711,0.766238,418.114,414.226,0.340644,263.928,383.42,0.419135,194.52,469.507,0.0825894,0,0,0,569.711,409.101,0.395613,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.094,271.554,0.807495,437.4,263.943,0.762672,333.325,283.232,0.700309,478.485,267.762,0.653417
410.409,302.431,0.758206,418.095,410.405,0.337104,269.036,382.108,0.396118,191.977,469.504,0.100532,0,0,0,568.452,407.837,0.37721,628.826,469.534,0.0507845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.38,270.357,0.818654,438.685,262.675,0.762497,334.567,283.201,0.702468,478.557,270.3,0.635153
409.133,299.867,0.743728,414.256,406.538,0.350014,269.036,377.008,0.413247,190.682,457.97,0.189952,0,0,0,564.577,401.383,0.360236,632.674,469.52,0.115374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.414,263.941,0.820834,439.932,261.397,0.819454,334.542,280.617,0.653111,478.502,269.063,0.678261
412.951,297.32,0.695609,412.973,401.408,0.375387,269.053,373.139,0.445769,189.38,457.919,0.223904,0,0,0,560.746,394.947,0.398523,632.717,469.515,0.125438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.681,262.589,0.885827,441.254,261.378,0.817986,335.88,272.903,0.720586,478.5,270.302,0.633224
414.218,297.337,0.72176,414.232,396.3,0.366119,270.348,368.009,0.420309,181.717,455.369,0.27806,0,0,0,559.456,385.989,0.423895,637.838,469.517,0.225483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.967,262.572,0.839692,443.819,262.627,0.827467,337.169,272.886,0.716792,479.759,271.598,0.675041
416.838,298.617,0.749162,412.954,396.238,0.368699,270.343,366.687,0.429885,181.703,452.802,0.320446,0,0,0,558.174,384.69,0.406036,637.821,469.514,0.249546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.836,261.388,0.819166,446.347,263.916,0.842878,338.457,271.592,0.697525,482.352,271.621,0.698062
416.796,296.038,0.745395,406.572,396.245,0.384769,266.477,366.728,0.432599,179.106,455.337,0.304943,0,0,0,554.295,384.698,0.408345,633.953,469.516,0.232918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.298,261.384,0.831831,446.334,263.934,0.810751,335.906,270.353,0.685114,478.497,272.87,0.748863
415.536,297.331,0.726213,406.523,394.957,0.370226,262.641,367.978,0.426437,179.084,455.349,0.317665,0,0,0,550.471,382.133,0.435617,633.954,469.509,0.309096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.009,261.359,0.820889,445.056,263.931,0.788989,334.591,269.057,0.714249,477.257,271.665,0.759134
414.211,298.587,0.709134,405.241,387.288,0.370565,261.336,366.72,0.434709,179.101,456.637,0.258867,0,0,0,547.871,376.98,0.405211,632.716,469.515,0.237918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.708,262.6,0.849628,442.508,265.176,0.761835,333.338,271.572,0.761447,477.18,271.586,0.759273
407.86,294.759,0.739014,403.954,394.986,0.336118,257.476,368.005,0.422036,179.134,457.928,0.229187,0,0,0,542.759,378.282,0.388414,630.088,469.516,0.245044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.376,262.614,0.865682,436.054,262.636,0.884078,326.871,271.628,0.73087,468.274,266.483,0.614255
402.659,301.149,0.75188,396.269,394.966,0.356989,253.641,371.834,0.442244,179.094,457.972,0.191674,0,0,0,538.907,376.982,0.426151,622.411,469.509,0.281823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.15,266.473,0.821902,427.081,263.903,0.844918,321.735,274.182,0.715917,461.785,269.039,0.623906
396.218,303.772,0.807428,396.232,394.972,0.373849,249.789,374.42,0.453305,176.54,469.501,0.144995,0,0,0,532.467,379.563,0.393973,614.678,469.514,0.22631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.183,271.658,0.837021,420.692,269.061,0.768446,314.046,280.584,0.691646,456.682,271.62,0.724357
391.124,306.318,0.734183,392.412,393.701,0.368146,248.483,375.722,0.456886,179.091,469.504,0.129655,0,0,0,528.612,376.978,0.431026,613.426,469.511,0.273448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.107,274.234,0.820934,416.809,272.888,0.875448,312.762,283.212,0.735402,454.051,275.477,0.680119
387.275,312.769,0.760134,388.569,396.276,0.364313,244.651,378.262,0.444748,180.391,469.512,0.107661,0,0,0,527.319,378.274,0.392481,610.806,469.512,0.245381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.02,281.907,0.819424,414.25,276.772,0.812979,310.14,290.894,0.653394,447.656,280.634,0.660861
384.678,314.045,0.749237,384.672,402.671,0.327177,243.356,384.674,0.395914,0.0,0.0,0.0,0,0,0,527.298,379.545,0.355813,610.809,469.518,0.168877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.124,280.578,0.762206,410.389,275.498,0.771909,306.295,292.138,0.646725,446.338,280.595,0.576237
383.404,312.779,0.694649,384.704,403.94,0.32906,242.094,384.716,0.405342,189.368,469.516,0.0524269,0,0,0,526.049,378.284,0.364183,609.561,469.518,0.169117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.166,279.349,0.741726,411.67,274.175,0.794393,303.755,290.906,0.682459,446.351,278.049,0.547855
383.411,312.771,0.703968,384.717,402.698,0.332527,242.095,385.954,0.404575,189.363,469.516,0.0522025,0,0,0,526.051,378.282,0.366348,609.562,469.518,0.170455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.16,279.35,0.743863,411.671,272.973,0.796772,303.734,292.123,0.706416,446.354,278.033,0.558569
