Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
698.011,447.223,0.712871,748.891,668.576,0.236731,439.364,635.261,0.276899,0.0,0.0,0.0,0.0,0.0,0.0,1040.78,631.351,0.160368,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.641,411.857,0.76788,741.03,368.793,0.866457,543.175,421.737,0.663913,827.232,343.344,0.782774
697.992,447.247,0.688368,758.692,664.638,0.238652,441.307,635.23,0.255104,0.0,0.0,0.0,0.0,0.0,0.0,1040.78,635.257,0.157846,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.623,406.078,0.728934,742.977,366.867,0.879184,541.283,423.64,0.64589,825.356,347.243,0.784696
697.935,445.273,0.731779,752.8,664.656,0.232158,439.347,635.228,0.266534,0.0,0.0,0.0,0.0,0.0,0.0,1046.68,639.176,0.163949,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.635,404.081,0.766063,743.031,366.828,0.889053,541.249,419.801,0.683216,825.362,347.276,0.805718
696.028,447.164,0.717796,748.898,666.611,0.243737,441.306,635.237,0.277406,0.0,0.0,0.0,0.0,0.0,0.0,1042.75,645.05,0.172941,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.714,406.04,0.732423,743.005,366.817,0.891222,541.228,421.691,0.66087,825.344,347.283,0.798577
697.98,445.235,0.710137,748.909,668.555,0.25413,439.349,635.249,0.248036,0.0,0.0,0.0,0.0,0.0,0.0,1032.97,635.245,0.193497,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.672,407.992,0.726571,743.003,366.886,0.897173,541.246,421.717,0.665503,825.337,349.163,0.790119
697.966,447.135,0.71795,746.954,666.62,0.259658,441.307,635.244,0.258937,0.0,0.0,0.0,0.0,0.0,0.0,1027.07,631.339,0.21228,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.737,407.991,0.74398,742.929,366.843,0.875298,541.25,421.731,0.667519,825.341,347.234,0.783462
697.966,447.16,0.709134,746.919,668.55,0.263763,441.301,635.235,0.29076,0.0,0.0,0.0,0.0,0.0,0.0,1034.93,639.166,0.16735,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.716,406.047,0.739689,742.942,366.865,0.881007,541.243,421.722,0.657215,825.335,349.167,0.807607
697.924,447.122,0.713274,752.798,668.565,0.244874,441.311,635.26,0.247298,0.0,0.0,0.0,0.0,0.0,0.0,1036.87,637.238,0.165762,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611.769,408.03,0.737397,742.979,366.875,0.88915,541.272,423.651,0.659356,825.339,349.182,0.800366
697.913,445.233,0.728153,752.804,666.6,0.253167,445.216,635.254,0.233822,0.0,0.0,0.0,0.0,0.0,0.0,1029.04,633.307,0.184319,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.61,407.991,0.75503,741.083,366.833,0.877849,541.267,421.696,0.660178,825.337,347.289,0.795458
696.002,445.247,0.716861,752.805,664.652,0.248393,441.311,633.319,0.278126,0.0,0.0,0.0,0.0,0.0,0.0,1031.01,635.234,0.188186,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.634,409.926,0.765748,742.964,366.866,0.891132,541.282,423.673,0.642612,825.368,347.229,0.779187
696.018,449.111,0.704888,746.927,666.616,0.239882,439.35,633.312,0.267329,0.0,0.0,0.0,0.0,0.0,0.0,1029.06,633.303,0.199035,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.607,408.0,0.7586,742.952,366.895,0.892424,541.299,423.699,0.6289,825.337,349.205,0.799402
697.898,447.237,0.681504,746.929,666.584,0.256137,443.265,633.299,0.245273,0.0,0.0,0.0,0.0,0.0,0.0,1034.91,637.239,0.17182,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.704,409.943,0.758002,743.006,366.893,0.907443,541.307,421.734,0.642936,825.355,349.188,0.791476
697.934,447.258,0.689509,748.905,664.656,0.233023,443.256,635.239,0.237186,0.0,0.0,0.0,0.0,0.0,0.0,1034.91,633.291,0.215475,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.637,409.965,0.775159,743.079,366.908,0.907354,543.187,421.733,0.657747,825.369,347.245,0.783593
697.952,449.153,0.685325,746.918,666.6,0.241743,441.316,635.253,0.242311,0.0,0.0,0.0,0.0,0.0,0.0,1048.64,643.104,0.165152,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.687,409.94,0.778783,743.081,366.898,0.899788,543.158,421.717,0.648427,827.225,345.296,0.775287
697.933,447.213,0.713188,748.877,666.59,0.250452,443.254,635.235,0.252029,0.0,0.0,0.0,0.0,0.0,0.0,1040.79,641.125,0.171236,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.675,408.025,0.763984,743.074,366.918,0.90257,543.194,421.7,0.651443,827.251,347.237,0.786523
697.991,449.119,0.7203,756.705,660.735,0.216515,443.265,633.31,0.212378,0.0,0.0,0.0,0.0,0.0,0.0,1019.23,619.61,0.155312,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.547,408.016,0.761468,744.898,366.875,0.90458,541.309,421.7,0.669167,827.284,345.301,0.776939
697.962,447.247,0.719292,748.889,664.668,0.247773,437.401,635.289,0.240208,0.0,0.0,0.0,0.0,0.0,0.0,1019.26,623.514,0.105689,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.67,409.922,0.764361,743.09,366.918,0.900458,543.146,421.724,0.659937,827.232,345.301,0.790931
697.911,447.228,0.727014,752.802,664.663,0.226361,443.244,635.25,0.224057,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,635.261,0.127173,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.677,409.913,0.770297,743.054,366.924,0.901859,541.239,419.736,0.682353,827.239,345.32,0.797429
697.909,447.195,0.732908,758.685,666.607,0.234785,441.295,635.264,0.246555,0.0,0.0,0.0,0.0,0.0,0.0,1038.82,639.192,0.180449,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.66,409.931,0.772512,743.074,366.913,0.890294,541.256,419.75,0.704028,825.372,345.32,0.799219
696.0,447.135,0.716051,758.691,664.659,0.226849,441.313,635.248,0.215843,0.0,0.0,0.0,0.0,0.0,0.0,1036.86,635.259,0.179918,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.648,409.922,0.776136,743.021,368.728,0.887058,541.288,419.742,0.687231,827.227,345.31,0.795337
696.017,447.229,0.708337,750.858,666.588,0.22736,441.31,635.255,0.213909,0.0,0.0,0.0,0.0,0.0,0.0,1023.17,645.057,0.110595,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.625,409.951,0.777516,743.015,368.786,0.883811,541.289,419.775,0.69556,827.221,347.226,0.799229
