Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
449.162,402.108,0.644264,498.133,594.134,0.268863,237.541,590.195,0.288388,0.0,0.0,0.0,0.0,0.0,0.0,756.698,582.375,0.278634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,384.542,355.137,0.411432,509.906,337.487,0.772885,337.483,382.556,0.23448,605.847,347.269,0.675662
388.396,396.24,0.526575,464.813,543.172,0.209232,245.398,590.205,0.151099,0.0,0.0,0.0,0.0,0.0,0.0,666.621,509.86,0.293667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,376.668,337.418,0.537743,447.233,376.661,0.314946,0.0,0.0,0.0,601.923,360.974,0.406033
400.132,402.151,0.480575,472.636,566.686,0.234458,245.396,592.151,0.223657,0.0,0.0,0.0,0.0,0.0,0.0,682.294,537.302,0.17644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,380.546,335.479,0.528212,494.175,339.399,0.608719,0.0,0.0,0.0,617.57,355.109,0.512414
400.176,398.215,0.620767,484.401,572.564,0.235548,241.455,598.032,0.230313,0.0,0.0,0.0,0.0,0.0,0.0,697.943,527.505,0.149573,852.715,680.335,0.0559147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,376.62,337.433,0.610671,494.15,343.316,0.618886,0.0,0.0,0.0,615.622,351.15,0.503981
404.078,400.129,0.62178,498.111,594.108,0.215283,251.25,582.381,0.270416,0.0,0.0,0.0,0.0,0.0,0.0,719.51,486.373,0.100698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,382.448,333.576,0.640229,492.188,341.361,0.677965,0.0,0.0,0.0,617.597,351.139,0.463419
404.095,398.211,0.602921,490.274,594.112,0.20125,255.18,586.267,0.245404,0.0,0.0,0.0,0.0,0.0,0.0,758.711,578.457,0.0540591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,382.459,333.528,0.562702,492.251,339.395,0.66117,0.0,0.0,0.0,617.635,349.244,0.416705
400.215,398.206,0.614448,472.658,615.685,0.195556,245.382,586.258,0.287579,0.0,0.0,0.0,0.0,0.0,0.0,770.431,621.547,0.0882023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,384.519,333.534,0.665488,494.256,345.268,0.652507,0.0,0.0,0.0,617.624,345.304,0.464043
406.041,396.255,0.570138,484.399,605.852,0.200008,249.318,586.271,0.25098,0.0,0.0,0.0,0.0,0.0,0.0,768.485,648.978,0.0560352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,384.522,325.741,0.620079,505.921,337.573,0.683239,0.0,0.0,0.0,619.604,351.189,0.508565
417.768,396.227,0.545465,490.274,605.888,0.192008,263.032,590.192,0.195868,0.0,0.0,0.0,0.0,0.0,0.0,744.969,615.68,0.121717,793.955,611.737,0.0838394,774.388,447.225,0.0977894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,392.316,323.734,0.585438,505.898,337.554,0.664639,0.0,0.0,0.0,621.574,349.225,0.388139
417.842,398.135,0.517552,490.284,603.912,0.198382,257.13,586.268,0.236015,0.0,0.0,0.0,0.0,0.0,0.0,727.334,603.922,0.142441,788.084,615.639,0.118527,768.446,523.54,0.39138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,400.129,325.752,0.596544,504.018,343.368,0.636424,0.0,0.0,0.0,631.318,353.115,0.484762
