Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
376.549,263.621,0.840177,377.823,362.429,0.499011,269.993,366.272,0.370712,205.84,468.951,0.0559109,0.0,0.0,0.0,489.492,357.285,0.477582,560.07,445.822,0.222343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.16,241.807,0.879766,398.363,237.943,0.833812,322.633,252.017,0.82562,430.426,241.799,0.726792
376.553,263.575,0.81967,376.553,363.708,0.512274,263.601,373.932,0.35157,0.0,0.0,0.0,0.0,0.0,0.0,490.768,357.28,0.474712,562.616,447.135,0.237573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.142,241.755,0.868574,398.361,236.642,0.803313,322.639,251.999,0.807078,430.435,241.744,0.701217
385.486,262.372,0.825536,382.917,358.575,0.518352,277.707,361.135,0.361803,0.0,0.0,0.0,0.0,0.0,0.0,493.302,354.739,0.480795,561.348,444.544,0.286763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.015,240.493,0.834519,406.07,239.181,0.835595,331.601,250.784,0.785654,436.85,239.221,0.668506
385.477,263.571,0.826828,382.923,361.133,0.514365,276.414,363.682,0.342008,0.0,0.0,0.0,0.0,0.0,0.0,493.324,355.986,0.481541,561.356,444.554,0.286486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.017,240.493,0.833375,406.069,239.186,0.837747,331.596,250.783,0.785019,436.859,239.213,0.669082
390.663,269.961,0.78551,386.787,354.763,0.573756,284.144,356.01,0.417858,219.975,468.938,0.0506648,0.0,0.0,0.0,493.308,354.708,0.500337,565.177,441.995,0.277023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.736,244.348,0.823031,411.2,241.77,0.848044,334.216,252.013,0.776166,441.996,244.343,0.643032
390.662,268.745,0.784858,386.786,355.98,0.571459,284.133,356.023,0.412158,0.0,0.0,0.0,0.0,0.0,0.0,493.315,354.71,0.501407,565.195,443.254,0.270538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.738,244.341,0.822115,411.199,241.768,0.848377,334.201,252.002,0.776303,441.993,244.343,0.643563
394.507,271.299,0.838318,391.939,361.133,0.568974,290.558,359.845,0.342467,0.0,0.0,0.0,0.0,0.0,0.0,497.163,358.55,0.498502,567.75,448.39,0.242067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.837,248.166,0.764586,415.052,243.109,0.841887,340.592,252.074,0.750058,444.538,250.723,0.656155
394.504,271.301,0.839348,391.939,361.133,0.566758,290.556,359.846,0.342119,0.0,0.0,0.0,0.0,0.0,0.0,497.163,358.556,0.497535,567.752,448.409,0.239146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.836,248.176,0.767627,415.055,244.32,0.84351,340.597,252.079,0.751957,444.538,250.733,0.654505
395.807,271.284,0.841609,395.757,362.381,0.570631,295.667,357.289,0.350683,0.0,0.0,0.0,0.0,0.0,0.0,503.573,362.426,0.465486,571.62,456.087,0.220208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.686,249.462,0.82574,416.332,243.085,0.838177,343.135,252.096,0.774807,445.878,249.493,0.686156
395.764,269.992,0.823864,391.935,365.013,0.519339,263.608,386.809,0.321414,0.0,0.0,0.0,0.0,0.0,0.0,498.448,357.272,0.486167,570.332,448.397,0.241311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.633,245.609,0.761795,416.313,241.838,0.85962,341.855,250.777,0.77265,447.103,249.464,0.674866
