Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
339.901,309.829,0.776036,339.852,407.72,0.26599,179.318,402.495,0.293521,0,0,0,0,0,0,495.17,393.369,0.299643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.818,265.456,0.881752,378.991,265.447,0.840308,251.106,266.719,0.654782,416.864,260.248,0.712045
341.165,308.487,0.788697,338.557,405.111,0.282564,176.704,402.502,0.290326,0,0,0,0,0,0,492.554,392.036,0.298959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.131,261.537,0.786285,380.241,262.836,0.81086,252.417,266.737,0.688256,416.865,258.953,0.729172
343.765,305.877,0.753778,338.56,409.013,0.269109,177.994,401.203,0.28878,0,0,0,0,0,0,495.179,393.372,0.282724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.701,256.367,0.842629,380.283,257.649,0.851148,254.971,269.377,0.717453,416.856,258.935,0.732379
345.087,300.674,0.753929,341.155,409.03,0.289429,176.695,401.201,0.306511,0,0,0,0,0,0,495.155,393.373,0.266708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.599,256.269,0.875003,381.563,257.597,0.862457,255.009,269.363,0.73072,418.145,258.915,0.727697
347.644,299.406,0.776024,338.528,410.323,0.288603,174.089,403.789,0.294189,0,0,0,0,0,0,497.783,394.682,0.286882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.627,255.026,0.885966,381.578,256.321,0.890328,255.035,266.748,0.752527,419.45,257.61,0.75008
347.643,298.093,0.80052,338.558,410.326,0.296169,174.104,402.498,0.298004,0,0,0,0,0,0,495.178,393.348,0.301257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.887,254.979,0.871698,381.635,256.307,0.885951,255.024,265.412,0.729973,419.473,256.359,0.787969
347.658,298.052,0.819339,335.928,410.336,0.292505,178.002,402.475,0.289309,0,0,0,0,0,0,496.471,392.053,0.298085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.931,253.715,0.859953,381.655,255.031,0.87298,256.286,266.724,0.758031,419.477,256.347,0.77394
346.351,298.08,0.80063,335.915,410.315,0.294196,181.917,401.193,0.303822,0,0,0,0,0,0,495.166,394.678,0.265171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.92,253.667,0.850446,381.666,255.014,0.863223,255.047,264.132,0.733482,419.459,256.346,0.784513
345.052,296.748,0.79561,335.931,411.623,0.301999,178.01,401.17,0.296027,0,0,0,0,0,0,495.168,398.582,0.230736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.611,251.093,0.807973,381.583,254.938,0.877308,255.034,262.86,0.748122,418.158,256.381,0.76611
341.187,295.436,0.773186,339.842,409.015,0.292919,177.993,402.472,0.30721,0,0,0,0,0,0,495.156,395.976,0.268074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.305,248.479,0.802728,380.297,253.675,0.86216,255.02,265.471,0.774213,418.13,256.331,0.764536
341.138,294.142,0.761772,339.846,407.714,0.292427,175.398,402.505,0.306491,0,0,0,0,0,0,492.544,394.68,0.278575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.42,247.202,0.839774,379.018,252.398,0.851055,255.01,265.451,0.775029,416.861,256.356,0.766495
339.846,295.465,0.794149,341.17,406.416,0.290464,179.319,402.498,0.303129,0,0,0,0,0,0,496.479,398.589,0.274504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.392,247.226,0.834702,378.96,252.412,0.835967,255.016,265.462,0.774485,414.271,257.659,0.759402
339.845,294.15,0.776391,339.876,405.105,0.310003,177.997,402.495,0.299729,0,0,0,0,0,0,493.852,395.971,0.259602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.133,248.505,0.832058,378.954,253.676,0.83417,254.958,265.429,0.759955,414.233,257.649,0.785909
339.844,295.436,0.794268,342.447,405.095,0.292005,180.606,401.188,0.307035,0,0,0,0,0,0,493.845,393.368,0.262463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.143,249.81,0.830393,378.973,253.711,0.847195,255.017,266.739,0.78212,414.221,257.638,0.781601
