Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
326.8,305.926,0.74587,309.822,401.182,0.436095,181.909,382.933,0.376308,0.0,0.0,0.0,0,0,0,455.991,402.476,0.426795,508.224,476.93,0.0877482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.477,275.898,0.739624,358.07,277.212,0.823999,251.093,283.718,0.553392,390.708,283.738,0.650698
326.806,307.166,0.770604,311.122,402.514,0.430094,181.912,390.765,0.343929,0.0,0.0,0.0,0,0,0,454.691,402.486,0.438516,510.811,476.933,0.0672108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.446,275.852,0.742083,358.079,277.223,0.835899,252.377,284.995,0.576598,390.726,281.114,0.656741
326.804,307.181,0.77485,311.133,401.161,0.442745,179.309,384.212,0.37784,0.0,0.0,0.0,0,0,0,454.724,402.483,0.440083,508.227,476.932,0.0744237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.856,274.573,0.723535,358.072,277.225,0.835825,251.105,282.415,0.560991,390.738,283.743,0.712071
326.766,305.914,0.746877,315.029,399.886,0.427825,181.899,382.937,0.372427,140.141,476.92,0.0512463,0,0,0,454.684,401.216,0.429809,509.541,476.929,0.0803023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.865,274.589,0.695557,356.813,277.196,0.831538,251.09,281.099,0.538906,390.738,284.997,0.60815
325.5,307.171,0.744017,312.446,399.879,0.425698,180.602,386.835,0.366495,0.0,0.0,0.0,0,0,0,452.072,399.887,0.422344,510.832,476.932,0.0840708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.575,274.571,0.71518,355.508,277.214,0.824539,248.481,282.41,0.561892,389.455,283.718,0.661768
326.75,307.168,0.758713,312.429,401.203,0.432221,179.303,389.438,0.346489,0.0,0.0,0.0,0,0,0,453.389,399.884,0.441213,508.243,476.926,0.0966334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.243,274.563,0.71721,355.494,277.201,0.815566,245.896,279.815,0.569642,390.725,283.733,0.7012
326.78,305.914,0.748659,309.846,401.162,0.427975,180.613,382.92,0.376322,0.0,0.0,0.0,0,0,0,455.996,402.487,0.430921,508.207,476.931,0.0726718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.568,274.592,0.717543,356.79,277.21,0.829962,251.079,283.734,0.562656,390.696,283.736,0.587038
326.778,305.921,0.743153,311.127,401.209,0.425522,178.013,390.727,0.328402,0.0,0.0,0.0,0,0,0,456.011,402.498,0.457556,508.207,476.934,0.0598463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.27,271.955,0.693147,354.217,277.208,0.798811,251.112,281.125,0.537093,390.75,282.436,0.609074
326.771,307.182,0.761471,311.139,401.188,0.415864,180.627,386.82,0.373468,0.0,0.0,0.0,0,0,0,454.707,402.512,0.433338,509.514,476.931,0.0719018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.959,270.657,0.700846,354.226,277.19,0.811304,247.189,277.237,0.570971,390.72,278.521,0.652749
326.795,305.919,0.753027,315.031,401.178,0.428972,180.597,388.144,0.336197,0.0,0.0,0.0,0,0,0,453.373,401.183,0.430389,508.22,476.932,0.0631854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.854,275.859,0.720184,356.807,277.222,0.804558,248.484,281.127,0.546726,390.756,286.273,0.710341
