Nose_X,Nose_Y,Nose_C,Neck_X,Neck_Y,Neck_C,RShoulder_X,RShoulder_Y,RShoulder_C,RElbow_X,RElbow_Y,RElbow_C,RWrist_X,RWrist_Y,RWrist_C,LShoulder_X,LShoulder_Y,LShoulder_C,LElbow_X,LElbow_Y,LElbow_C,LWrist_X,LWrist_Y,LWrist_C,RHip_X,RHip_Y,RHip_C,RKnee_X,RKnee_Y,RKnee_C,RAnkle_X,RAnkle_Y,RAnkle_C,LHip_X,LHip_Y,LHip_C,LKnee_X,LKnee_Y,LKnee_C,LAnkle_X,LAnkle_Y,LAnkle_C,REye_X,REye_Y,REye_C,LEye_X,LEye_Y,LEye_C,REar_X,REar_Y,REar_C,LEar_X,LEar_Y,LEar_C
398.559,278.493,0.818179,405.11,371.15,0.549271,291.542,358.104,0.522945,223.66,476.912,0.122543,0,0,0,535.617,389.427,0.388558,576.083,476.933,0.0568472,486.06,412.943,0.505061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.897,257.646,0.895274,416.872,245.906,0.844468,339.829,266.787,0.833695,452.113,245.868,0.80517
397.265,278.503,0.81224,403.837,371.175,0.545579,290.256,358.124,0.528687,223.673,476.905,0.13903,0,0,0,533.023,388.136,0.377021,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.873,257.655,0.897825,415.575,245.918,0.853573,339.814,266.802,0.833881,452.116,245.871,0.801597
397.289,278.496,0.808916,402.499,369.861,0.578383,288.975,358.101,0.53929,222.37,476.906,0.157878,0,0,0,527.804,381.638,0.352884,577.387,476.933,0.0548055,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.871,257.664,0.89253,415.568,245.914,0.860311,338.583,266.753,0.828581,452.107,245.835,0.798908
397.271,278.481,0.81815,402.533,369.847,0.55839,288.943,358.096,0.543078,219.784,476.894,0.172486,0,0,0,529.114,381.636,0.361064,581.308,476.931,0.0598239,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.858,257.666,0.901153,415.536,245.909,0.869122,339.806,266.801,0.830853,452.073,245.85,0.794885
397.254,277.26,0.817828,402.529,369.87,0.557094,292.852,356.829,0.526558,223.698,476.907,0.168541,0,0,0,531.708,384.236,0.357484,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.856,257.669,0.896361,415.536,245.902,0.872952,338.575,266.783,0.834419,452.076,244.566,0.785808
395.973,278.48,0.81675,402.512,369.878,0.557648,291.545,358.1,0.522712,221.091,476.91,0.11253,0,0,0,531.704,385.518,0.333684,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.847,258.915,0.89255,415.537,245.911,0.861529,338.565,266.782,0.832376,452.072,245.82,0.809619
397.267,278.488,0.809989,403.831,371.145,0.536871,292.856,358.105,0.53107,223.695,476.907,0.0979934,0,0,0,534.311,386.849,0.348384,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.848,258.906,0.888243,415.524,245.897,0.875595,338.563,266.792,0.823823,452.074,244.603,0.786139
397.29,278.521,0.80708,402.457,369.854,0.583182,292.845,356.829,0.523544,223.686,476.912,0.123181,0,0,0,529.086,381.646,0.333674,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.86,258.923,0.889526,414.27,245.914,0.879686,339.809,268.074,0.826987,452.044,244.612,0.798162
397.26,278.517,0.803217,402.486,369.836,0.580615,292.854,358.089,0.519567,226.297,476.905,0.105596,0,0,0,530.4,382.9,0.355453,576.085,476.933,0.0563219,486.017,415.534,0.502439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.848,258.922,0.889567,414.263,245.905,0.88351,339.807,268.076,0.804866,452.072,244.542,0.784003
397.255,278.522,0.806632,406.412,371.148,0.550836,291.573,356.815,0.525208,225.014,476.907,0.0943531,0,0,0,534.314,386.824,0.360583,577.377,476.932,0.0557627,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.854,258.907,0.893427,414.268,245.892,0.877383,339.811,268.065,0.820873,452.055,244.566,0.786833
395.983,278.508,0.814278,403.82,369.852,0.554056,291.571,355.525,0.527201,223.654,476.903,0.138381,0,0,0,531.7,382.928,0.358161,578.685,476.934,0.0594781,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.851,258.916,0.886296,414.242,245.887,0.889985,338.586,266.814,0.823484,452.058,244.535,0.775442
397.275,278.494,0.815251,402.522,369.842,0.570832,290.262,358.089,0.53383,221.07,476.909,0.147042,0,0,0,531.697,382.918,0.349178,581.3,476.931,0.0624203,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.841,258.953,0.880606,414.235,245.908,0.87795,339.814,268.098,0.822467,450.803,244.608,0.804063
